id;username;tweetID;content;likeCount;retweetCount;quoteCount;replyCount;label;weighted_sentiment;pos_sentiword;neg_sentiword;len;pos_inset;neg_inset;normalized;len_normalized;n_keywords;tag_owi;tag_prab;tag_overall;Barasa;inset;indobert
396;AntonyRiyanto;1110613226453004288;"@habibthink Negara INDONESIA itu negara yang berAGAMA,
tapi negara INDONESIA bukan negara AGAMA.
apapun AGAMAnya rakyat INDONESIA wajib mengakui
PANCASILA sebagai dasar negara INDONESIA,
dan
BHINEKA TUNGGAL IKA,
hukum wajib bagi semua rakyat NEGARA KEDAULATAN REPUBLIK INDONESIA.";1;0;0;0;-1.0;-0.5;0.0;0.0;20;3;-13;negara indonesia negara beragama negara indonesia negara agama apapun agama rakyat indonesia wajib mengakui pancasila dasar negara indonesia bhineka tunggal ika hukum wajib rakyat negara kedaulatan republik indonesia;216;9;4.0;4.0;2.0;2;1;1
397;fariji_lacak;1037684582215168000;"Bila ingin :
1.Teroris HTI, JAD, Khilafah, Ormas Radikal, Intoleran, DIBASMI.
2.Koruptor DIBERANTAS.
3.NKRI Harga Mati.
4.Pemimpin BERSIH, tdk KORUPSI.
5.Pemimpin RmhTangganya HARMONIS &amp; Anak Mantunya tdk manfaatkan utk cari Kekayaan.
6.Pemimpin yg punya IBU NEGARA.

Pilih Jokowi https://t.co/ifF0LAJwOl";2;2;0;0;-1.0;-3.0;0.25;0.125;16;12;-19;teroris hti jad khilafah ormas radikal intoleran dibasmi koruptor diberantas nkri harga mati pemimpin bersih korupsi pemimpin rmhtangganya harmonis anak mantu manfaatkan kekayaan pemimpin negara pilih jokowi httpurl;215;9;3.0;4.0;3.0;2;1;1
403;fariji_lacak;1056203272518721536;"Aku BERANI Memastikan. Dari sekian ratus juta Rkyt Indonesia, yg BENCI Jokowi:
1.Koruptor.
2.Oposisi (sbagian ada yg dukung Jkw).
3.Partai Allah/Poros Mekkah.
4.Teroris, ISIS, JAD.
5.HTI, Ormas Radikal, Khilafah.
6.Barisan Sakit Hati.
7.Ustadz/Ustadzah/Habib/Ulama Abal-Abal.";17;4;0;2;-1.0;-12.5;0.375;1.25;15;21;-25;berani ratus juta rkyt indonesia benci jokowi koruptor oposisi sbagian dukung jokowi partai allah poros mek teroris isis jad hti ormas radikal khilafah barisan sakit hati ustadz ustadzah habib ulama jelek jelek;210;9;4.0;4.0;2.0;1;2;1
404;fariji_lacak;1056203717094006784;"@Mbah_lemper @RiRiJreeng @jokowi @prabowo Aku BERANI Memastikan. Dari sekian ratus juta Rkyt Indonesia, yg BENCI Jokowi:
1.Koruptor.
2.Oposisi (sbagian ada yg dukung Jkw).
3.Partai Allah/Poros Mekkah.
4.Teroris, ISIS, JAD.
5.HTI, Ormas Radikal, Khilafah.
6.Barisan Sakit Hati.
7.Ustadz/Ustadzah/Habib/Ulama Abal-Abal.";1;0;0;0;-1.0;-0.5;0.375;1.25;15;21;-25;berani ratus juta rkyt indonesia benci jokowi koruptor oposisi sbagian dukung jokowi partai allah poros mek teroris isis jad hti ormas radikal khilafah barisan sakit hati ustadz ustadzah habib ulama jelek jelek;210;9;4.0;4.0;2.0;1;2;1
405;fariji_lacak;1056431659497574400;"Aku BERANI Memastikan. Dari sekian ratus juta Rkyt Indonesia, yg BENCI Jokowi:
1.Koruptor.
2.Oposisi (sbagian ada yg dukung Jkw).
3.Partai Allah/Poros Mekkah.
4.Teroris, ISIS, JAD.
5.HTI, Ormas Radikal, Khilafah.
6.Barisan Sakit Hati.
7.Ustadz/Ustadzah/Habib/Ulama Abal-Abal.";2;0;0;3;-1.0;-1.0;0.375;1.25;15;21;-25;berani ratus juta rkyt indonesia benci jokowi koruptor oposisi sbagian dukung jokowi partai allah poros mek teroris isis jad hti ormas radikal khilafah barisan sakit hati ustadz ustadzah habib ulama jelek jelek;210;9;4.0;4.0;2.0;1;2;1
408;kdrn_phobia;1103942807398408193;"@pengumpulRecehn @ririnretno19 @kenneth_aurelio @Ferdinand_Haean @jokowi Memang Infrastruktur adalah capaian utama pemerintah jokowi. Karena infrastruktur adalah sarana utama bagi rakyat lepas dari pot bonsai menuju rakyat mandiri. Karena infrastruktur adalah sarana menunaikan tugas negara memenuhi hak konstitusi rakyat. 
.
Infrastruktur tidak ditawar";1;1;0;1;-1.0;-1.5;0.75;0.0;23;4;-9;infrastruktur capaian utama pemerintah jokowi infrastruktur sarana utama rakyat lepas pot bonsai rakyat mandiri infrastruktur sarana menunaikan tugas negara memenuhi hak konstitusi rakyat infrastruktur ditawar;209;9;2.0;4.0;2.0;3;1;1
410;PKoting;1110649955817906177;"Peran pemuda sgt diperlukan tuk kelangsungan Bangsa &amp; Negara ini. Pilih pemimpin bangsa yg punya integritas.Pemuda Jgn Golput, jgn alergi dgn politik. Krn kita hidup dlm berbangsa &amp; bernegara tdk bs lepas dr kebijakan politik.Kenalilah Politisi calon wakil rakyat yg akan dipilih. https://t.co/BCSzvap3ZN";4;2;0;0;1.0;4.0;1.875;0.375;21;7;-15;peran pemuda tuk kelangsungan bangsa negara pilih pemimpin bangsa integritas pemuda golongan putih alergi politik berbangsa bernegara lepas kebijakan politik kenali politisi calon wakil rakyat dipilih httpurl;208;9;4.0;4.0;2.0;3;1;3
412;adhie_73;1111266040988598272;"Lingkaran setan politik harus diakhiri. Duit korupsi dipakai untuk serangan fajar pemilu. 

https://t.co/dnav8pZZBa

KPK menduga penerimaan suap oleh anggota DPR Bowo Sidik Pangarso berkaitan erat dengan pencalegan. Uang suap dikumpulkan untuk serangan fajar Pemilu 2019.";11;7;0;0;-1.0;-12.5;0.625;0.875;19;8;-21;lingkaran <makian> politik uang korupsi dipakai serangan fajar pemilu httpurl kpk menduga penerimaan suap anggota dpr bowo sidik pangarso berkaitan erat pencalegan uang suap dikumpulkan serangan fajar pemilu;207;9;4.0;4.0;2.0;2;1;1
417;ruhutsitompul;1047648103468163072;"Satu(1)satu(1) Pendukung Prabowo &amp; Sandi terjebak &amp; Minta Ma’af krn Berita Bohong Ratna Sarumpaet, JOKOWI 🇮🇩 KH Ma’ruf Amin Mema’afkan Siapapun yg Memfitnahnya “Aku sedih Hanum Rais Anak Amin Rais menyamakan Ratna Sarumpaet Pembohong dgn Cut Nyak Dien Pahlawan Nasional MERDEKA";1865;394;48;432;-1.0;-1326.5;0.125;0.0;13;20;-34;pendukung prabowo sandi terjebak af berita bohong ratna sarumpaet jokowi kh ruf amin mema afkan memfitnah sedih hanum rais anak amin rais menyamakan ratna sarumpaet pembohong cut nyak dien pahlawan nasional;206;9;4.0;1.0;2.0;2;1;1
420;fariji_lacak;1053899306787164160;"@DIM45_ARYA_ @RustamIbrahim @ProfYLH @Syarman59 @fariz1234 Knp CALEG PKS, PAN &amp; Demokrat ENGGAN Promosikan CAPRESnya?:
1.Tidak berdampak pd Popularitas CALEG itu sendiri.
2.CAPRESnya tdk Laku Dijual.
4.Takut tdk terpilih, Sbab, Rkyt msh banyak yg Cinta sm Jokowi.

BEDA dg CALEG dr Parpol Pendukung Jokowi, scr otomatis namanya MELAMBUNG.";3;2;0;0;-1.0;-3.5;0.875;0.125;14;11;-13;caleg pks pan demokrat enggan promosikan capresnya berdampak popularitas caleg capresnya laku dijual takut terpilih sbab rkyt cinta jokowi beda caleg partai politik pendukung jokowi otomatis nama melambung;205;9;4.0;4.0;2.0;3;2;1
423;fariji_lacak;1058876077743849472;"260 jt Rkyt Indonesia, yg BENCI sm Jokowi:
Koruptor, Teroris, JAD, HTI, FUI, FPI, Partai Allah, sbagian Partai Oposisi &amp; Barisan Sakit Hati.
Total skitar 20-30%.

Hasil Survey dr semua Lembaga Survey, Jokowi 58%.
Jd tdk HERAN bila semua KEPALA DAERAH TARGETKAN 70% utk Jokowi.";7;2;0;1;-1.0;-5.5;0.5;1.125;13;16;-17;jt rkyt indonesia benci jokowi koruptor teroris jad hti fui fpi partai allah sbagian partai oposisi barisan sakit hati total skitar hasil survey lembaga survey jokowi heran kepala daerah targetkan jokowi;203;9;3.0;4.0;3.0;1;2;1
424;titianggraini;1038801091956113408;Sejauh ini, berdasar data @netgrit ada empat parpol yg bersih dari caleg mantan terpidana korupsi. Mereka adalah PKB, PDIP, PPP, dan PSI. Semoga makin bertambah parpol yang mau rela hati membersihkan daftar calegnya dari kandidat yang punya rekam jejak buruk antikorupsi. Ganbate. https://t.co/9aFt2NjsD8;66;49;5;4;-1.0;-82.0;0.625;0.5;17;10;-35;berdasar data partai politik bersih caleg terpidana korupsi pkb pdip ppp psi semoga bertambah partai politik rela hati membersihkan daftar calegnya kandidat rekam jejak jelek antikorupsi ganbate httpurl;202;9;4.0;4.0;3.0;2;1;1
430;BBCIndonesia;1132121857501597696;"[Terpopuler] Bawaslu tolak dua laporan BPN Prabowo-Sandiaga soal dugaan kecurangan pemilu. Mereka menyebut bukti laporan yang dimasukkan pelapor ""hanya berupa printout berita online yang tidak didukung dengan bukti lainnya."" Apa komentar kubu Prabowo? https://t.co/nSRxQU65qB https://t.co/pJWOpAWMdz";82;38;17;29;0.0;0.0;0.125;0.25;13;3;-24;[ terpopuler ] bawaslu tolak laporan bpn prabowo sandiaga dugaan kecurangan pemilu menyebut bukti laporan dimasukkan pelapor printout berita online didukung bukti komentar kubu prabowo httpurl httpurl;200;9;4.0;4.0;1.0;2;1;2
435;bjf_revival;1111595908309741574;"@al_aris08 @HambaAL04925807 Duit nomor 1, presiden nomor 2
Diajak temen kampanye ya gua sih asik aja.
Dikasih duit, yaudah ambil aja.
Giliran nyoblos, ey udh tau dong siapa?

Duit nomor 1, Presiden nomor 2
Ingetin, 17 April kita pilih siapa?
Awas digombalin, sama kubu sebelah.
Pastikn Prabowo sandi, bisa.";2;0;0;1;-1.0;-1.0;0.125;0.0;19;30;-21;uang nomor presiden nomor diajak teman kampanye asik dikasih uang ya sudah ambil giliran mencoblos ey uang nomor presiden nomor ingetin april pilih awas digombalin kubu sebelah pastikn prabowo sandi;198;9;4.0;3.0;3.0;2;3;1
436;Suryapr37700870;1103554269091749888;"Nih orang Kemayoran dapil Jakarta Pusat Caleg DPRD dari Partai Gerindra. Jangan lupa macan kemayoran The Jack Mania mas bro pilih No. 4 H. Nuchbatillah, SH. 
untuk melancarkan kebijakan kerja Gubernur DKI Jakarta demi rakyatnya...👆🙏
#2019GantiPresiden #2019PrabowoSandiMenang https://t.co/WuPQqKyNCi";2;0;0;0;0.0;0.0;0.25;1.125;11;12;-7;kemayoran dapil jakarta pusat caleg dprd partai gerindra lupa macan kemayoran jack mania saudara laki-laki pilih nomor h nuchbatillah melancarkan kebijakan kerja gubernur dki jakarta rakyat httpurl;197;9;4.0;3.0;3.0;1;3;2
437;thohir_id;1119444313820123136;"Jk gitu, propaganda akal sehat ternyata cuma utk “ngakali”. 
Kini, yg diperlukan adlh jiwa yg sehat.
Tak perlu obral narasi kecurangan, bhkn  sihir &amp; santet, jk data QC calegnya menang, percaya. Tp jk data QC capres cawapres kalah, tak percaya.
Ayo kawan, kawal semua data pemilu! https://t.co/9OJChORXw0";6;2;0;0;-1.0;-5.0;2.125;0.625;19;21;-34;jk propaganda akal sehat ngakali jiwa sehat obral narasi kecurangan bhkn sihir santet jk data qc calegnya menang percaya jk data qc capres cawapres kalah percaya ayo kawan kawal data pemilu httpurl;197;9;4.0;4.0;2.0;3;1;1
439;MardaniAliSera;1103121182499397637;Mereka yg dilarang pakai baju 01/02/Baju Partai: Pejabat negaran bukan anggota parpol, ASN, Anggota TNI Polri, Kepala desa, Perangkat desa hingga Anggota badan permusyawaratan desa serta WNI yang tidak memiliki hak memilih. juga tidak bisa mengambil bagian dari kegiatan kampanye. https://t.co/0bDmxQhKfU;259;73;4;12;-1.0;-202.5;0.25;0.25;20;7;-19;dilarang pakai baju baju partai pejabat negaran anggota partai politik asn anggota tni polri kepala desa perangkat desa anggota badan permusyawaratan desa wni memiliki hak memilih kampanye httpurl;196;9;4.0;4.0;2.0;2;1;1
444;onielectra;1110916649576624128;"Ingat #17RabuPutih
Pilih yg baju putih yg pendukungnya:
Tdk Mendukung terorisme.
Tdk membenci Densus.
Membela KPK.
Tdk mendukung koruptor.
Toleran terhd umat agama lain.
Bela Pancasila bkn bela yg anti pancasila.
Tdk mendukung LGBT.
Tdk alergi terhadap simbol agama umat lain.";1;0;0;0;-1.0;-0.5;0.625;0.5;20;12;-22;pilih baju putih pendukung mendukung terorisme membenci densus membela kpk mendukung koruptor toleran terhd umat agama bela pancasila bela anti pancasila mendukung lgbt alergi simbol agama umat;193;9;4.0;4.0;2.0;2;1;1
450;FendyRome;1085790388449734658;"APA LAGI YG  DIBANTAH?
Thn 2014 Ketua PBNU, Said Aqil Siradj sbg Tim Pencari Fakta kerusuhan 98, sdh menyatakan bahwa Prabowo tdk bersalah.
Saat itu SAS sbg wkl ketua, ketua Marzuki Darusman, anggota Bambang Widjojanto ketua LBH.
Kesimpulannya Prabowo bukan dalang kerusuhan Mei!";12;10;0;0;-1.0;-16.0;0.0;0.125;14;6;-27;dibantah ketua pbnu said aqil siradj tim pencari fakta kerusuhan prabowo bersalah sas wkl ketua ketua marzuki darusman anggota bambang widjojanto ketua kesimpulan prabowo dalang kerusuhan mei;191;9;4.0;4.0;2.0;2;1;1
461;Ochi_Queen09_1;1046323486770135040;"Tinggalkan Jokowi !!!
Indonesia Muda Total Dukung Prabowo-Sandi: Kami Salah Memilih Pemimpin, Kami Sdh Tobat 😍👍

Barisan Indonesia Muda, klompok militan pndukung Jokowi 2014, mendedikasikan dukungannya u/memenangkan 
#2019GantiPresiden
#2019PrabowoSandi
 https://t.co/sQpNDiKfm3";788;372;11;18;-1.0;-766.0;0.75;0.875;14;12;-13;tinggalkan jokowi indonesia muda total dukung prabowo sandi salah memilih pemimpin tobat barisan indonesia muda klompok militan pendukung jokowi mendedikasikan dukungan memenangkan httpurl;188;9;4.0;4.0;3.0;2;2;1
476;fariji_lacak;1044019190124883968;"Hampir semua Gubernur, Bupati &amp; Walikota diSeluruh Indonesia, sdh men-Deklarasikan DUKUNG Jokowi-Amin. (Kecuali Gubernur DKI).

Artinya, Seluruh Kepala Daerah di Indonesia, TIDAK menginginkan Pembangunan yg sdh Dirintis oleh Jokowi, Berhenti ditengah jalan. https://t.co/slJiVNkJum";5;1;0;0;-1.0;-3.5;0.5;0.25;9;8;-3;gubernur bupati walikota diseluruh indonesia men deklarasikan dukung jokowi amin gubernur dki arti kepala daerah indonesia pembangunan dirintis jokowi berhenti ditengah jalan httpurl;182;9;3.0;4.0;3.0;2;3;1
512;papaeray;1072774416080097280;"@Gerro68862100 @fadlizon @Tribun_Manado Anda lupa bahwa itulah tugas oposisi sbg tugas pemerintah. Soalnya media massa sbg media penyeimbang informasi skrg sdh jd corong pemerintah. Mungkin Jokowi akan berhenti dikritik, saat dia tak lg jd presiden.

Ingat, Jokowi adalah presiden Indonesia, bkn presiden cebong";4;0;0;1;-1.0;-2.0;0.125;0.375;17;12;-11;lupa tugas oposisi tugas pemerintah media massa media penyeimbang informasi corong pemerintah jokowi berhenti dikritik presiden jokowi presiden indonesia presiden cebong;169;9;4.0;4.0;2.0;2;2;1
518;angkusanang;1049514942070644736;"@bintangku206 @mustamin_pansek MAKE IT SIMPLE !
Anggota legislatif sama pentingnya dng Presiden jadi mari fokus juga pada Pileg.
Jika bingung memilih orangnya maka fokuslah pada partai pengusungnya.
Jng pilih calon yg diusung partai; pendukung penista agama, juara korupsi.";4;2;0;1;-1.0;-4.0;0.5;0.625;19;16;-16;pakai it simple anggota legislatif dng presiden fokus pileg bingung memilih fokus partai pengusung jng pilih calon diusung partai pendukung penista agama juara korupsi;167;9;4.0;4.0;2.0;2;2;1
532;Kangmas_Solo;1098270847511347201;"Semoga Ulama-ulama yg Lurus Senantiasa Selalu Istiqomah 

Ingat !! Jangan Lupa Presidennya No 02. Calegnya Dari Partai Koalisi (Gerindra,PAN,PKS,Demokrad,Berkarya). Menang Presidennya, Menang Pula Parlemennya.
 https://t.co/Mn0B7UBePf";16;6;0;0;-1.0;-14.0;0.625;0.25;14;28;-16;semoga ulama ulama lurus senantiasa istiqomah lupa presiden nomor calegnya partai koalisi gerindra pan pks demokrad berkarya menang presiden menang parlemen httpurl;164;9;4.0;4.0;2.0;2;3;1
533;alhusain77;1079591355645480960;"Para Jokowers yG tlh sadar dan ingin BERJUANG BERSAMA PRABOWO SANDI

Mhn Segera hub ane yah!
Mari BERSATU SELAMAT KAN NKRI

MARI KITA KERJA SAMA
DAN SAMA SAMA KERJA CIPTAKAN INDONESIA ADIL MAKMUR

JANGAN TERPESONA KAWAN
JOKOWI TELAH GAGAL !

SAATNYA KITA SAMBUT ERA BARU 2019";77;30;3;5;-1.0;-68.5;1.25;0.375;14;28;-12;jokowers tlh sadar berjuang prabowo sandi mohon hub ane yah bersatu selamat nkri kerja kerja ciptakan indonesia adil makmur terpesona kawan jokowi gagal sambut era;163;9;1.0;4.0;2.0;3;3;1
541;carina_niken;1048461989251444737;Koalisi Prabowo sebelumnya mengumumkan klo Ratna di pecat di tim kampanye Prabowo ...tpi faktanya Ratna mengundurkan diri dan akan tetap berjuang untuk Prabowo...surat ini skaligus membantah klo ratna di pecat dan Ratna adalah penyusup..#KoalisiPraBOHONG https://t.co/TjEs9icutJ;2;0;0;1;0.0;0.0;0.875;0.25;12;14;-17;koalisi prabowo mengumumkan ratna pecat tim kampanye prabowo fakta ratna mengundurkan berjuang prabowo surat skaligus membantah ratna pecat ratna penyusup httpurl;162;9;4.0;4.0;1.0;3;2;2
561;hnurwahid;1116872908008247297;Terbaik sepanjang sejarah? Sejarah PSI, dan terbaik unt PSI,mungkin. Krn PSI memang sudah baru “nongol” disaat Presidennya Jokowi. Tapi yg masih punya akal sehat, pasti belum lupa, kpd Bung Karno, Presiden 1 RI. Berani PSI menyebut Jokowi lebih baik dari Bung Karno?#JasMerah!! https://t.co/dhjytvwLLg;679;222;25;141;1.0;561.5;0.75;0.25;15;24;-9;terbaik sejarah sejarah psi terbaik unt psi psi nongol disaat presiden jokowi masuk akal sehat lupa karno presiden ri berani psi menyebut jokowi karno httpurl;158;9;4.0;4.0;1.0;2;3;3
571;Rochman34399934;1057580007373991936;@prabowo @bocahsantun39 @fajarimamque Saya bukan warga PKS saya juga bukan warga Gerindra saya hanyalah warga biasa yg mencintai Pa Prabowo - Sandi untuk dapat memimpin Indonesia.. pilihlah Wagub DKI yg didukung oleh semua partai  dan masyarakat yg  medukung paslon 02..jngan sampai pengrbanan kami semua sia2.;1;1;0;0;-1.0;-1.5;0.0;0.5;9;3;-12;warga pks warga gerindra warga mencintai pa prabowo sandi memimpin indonesia pilih wagub dki didukung partai masyarakat medukung paslon jngan pengrbanan sia;156;9;4.0;4.0;2.0;2;1;1
574;MerryParulian;1045083996579745792;@helmifelis Bang @helmifelis , saya mau cerita ya , tahun 2014 suami YW itu caleg Gerindra dapil 4 Jatim (Jember Lumajang ) dan waktu itu dia anggota DPR , saya pernah satu panggung kampanye sama YW , daaannnn suami YW yang no urut 1 , kalah sama caleg no urut 2 yang skrg jadi anggota DPR ..;4;0;0;0;-1.0;-2.0;0.0;0.5;10;5;-14;cerita suami yw caleg gerindra dapil jatim jember lumajang anggota dpr panggung kampanye yw daaannnn suami yw nomor urut kalah caleg nomor urut anggota dpr;155;9;4.0;4.0;2.0;2;1;1
575;anifahambali;1101367006866006017;"Komunitas Indonesia Cinta Jokowi (KITA) di Gorontalo yang di ikuti oleh para anak-anak muda kaum milenial ini mendukung Pak Jokowi dalam pilpres 2019. Serta akan mengajak anak muda milenial lainnya untuk mendukung pak Jokowi.
https://t.co/3vIZ31zYZY
#GorontaloJokowiMenang";0;0;0;0;1.0;0.0;1.0;0.0;12;5;-17;komunitas indonesia cinta jokowi gorontalo ikuti anak anak muda kaum milenial mendukung jokowi pilpres mengajak anak muda milenial mendukung jokowi httpurl;155;9;4.0;4.0;2.0;3;1;3
580;DedenNurdin18;1119066082042449920;@Nadiku18 @prabowo @jokowi Wah ente sudah mulai adu domba di tim sendiri. Saya saksi hidup bagaimana militansi saksi saksi PKS yg mengawal perhitungan di TPS TPS dan hanya saksi PKS yg hampir semua TPS diisi. Partai lain hanya bbrp saja. Data PKS yg dijadikan real  count. Sudah kita fokus dulu menangkan PS;1;0;0;0;-1.0;-0.5;0.625;0.0;16;11;-17;adu domba tim saksi militansi saksi saksi pks mengawal perhitungan tps tps saksi pks tps diisi partai bbrp data pks dijadikan real count fokus menangkan ps;155;9;4.0;4.0;2.0;3;1;1
581;hillman_426;1104668462448697345;"nyanyi sik lur !
Kertas suara yg lima ntuk pilih salah satu dari ;
1. Gerindra
2. PKS
3. PAN
4. Partai Demokrat
5. Partai Berkarya
jgn sampai kliru, pilih capres brpecis dan brdasi utk indonesia adil makmur
brsama @prabowo &amp; @sandiuno

#ILCSambharMenyambar
#ILCSambharMenyambar https://t.co/HwsY8XNsTd";10;4;1;0;-1.0;-9.0;0.0;0.125;12;14;-13;nyanyi sik kertas ntuk pilih salah gerindra pks pan partai demokrat partai berkarya kliru pilih capres brpecis brdasi indonesia adil makmur brsama httpurl;154;9;4.0;3.0;2.0;2;2;1
583;Lolit_Lol1ta;1091546248002170880;"@Ochi_Oc09 @prabowo @sandiuno #JalanSehatBersamaPrabowo
Pendukung meneriakan yel2 :
Prabowo Sandi, Prabowo Sandi No. 02 👆👆✌️✌️

Siapa kita? Relawan !
Relawan mana? Roemah Djoeang !
Anies Sandi? sudah menang ! Jakarta? sudah di rebut ! Indonesia? rebut kembali !
ujar peserta 😊😊

#JalanSehatBersamaPrabowo https://t.co/SIKogvXLeK";183;70;4;3;-1.0;-161.5;0.0;0.0;8;10;-14;pendukung meneriakan yel prabowo sandi prabowo sandi nomor relawan relawan roemah djoeang anies sandi menang jakarta rebut indonesia rebut peserta httpurl;154;9;4.0;3.0;3.0;2;2;1
585;DikyAdilMakmur;1112723429776461824;"@liem_id @Zamanimarwan1 Kawal terus sampai ke TPS masing masing. Jaga terus TPS jadilah pahlawan NKRI untuk kemenangan Indonesia. 
TPS, Bermasalah:
Mhn Rekam Datanya :
Ketua,Wkl &amp; Sekrtsnya,
Alamatnya, No.TPS.
Kasusnya Model Apa?
Buat Data Fisik, rekam videokan 2019 #pilihyangjujur";2;1;0;0;-1.0;-2.0;1.375;0.125;12;12;-19;kawal tps jaga tps pahlawan nkri kemenangan indonesia tps bermasalah mohon rekam data ketua wkl sekrtsnya alamat nomor tps model data fisik rekam videokan;154;9;4.0;4.0;2.0;3;1;1
591;Mel_Siregar;1086174408534683648;@Ony_anwar @AntiPekai @Babaskun_ @CNNIndonesia @saididu Debat capres smalam itu masing2 Paslon DIHARUSKAN bertanya kpd paslon lawannya. Di tema Korupsi, Prabowo menyebutkan korupsi sdh stadium 4. Presiden Jokowi mempertanyakan itu lbh kpd tanggung jawab moral Prabowo sbg ketua partai. Smoga paham ya skrg.;1;0;0;0;-1.0;-0.5;0.5;0.25;11;11;-14;debat capres smalam paslon diharuskan paslon lawan tema korupsi prabowo korupsi stadium presiden jokowi tanggung moral prabowo ketua partai semoga paham;152;9;4.0;4.0;2.0;2;2;1
594;mtaufikmirzan;1124841956712935424;"@zarazettirazr Wktu Ijtima' Ulama III, ada poin yg kurang lbh berbunyi, ""Tim ulama akan trus prkuat BPN.""

Pak Prabowo lgsg interupsi:
""Saya tdk ingin ulama melegitimasi utk BPN sbb Ulama POSISINYA ITU ADA DI ATAS BPN, BUKAN DI BAWAH BPN krn saya ini hanya alat.”

Masya Allah... 😭😭😭";3;1;0;0;-1.0;-2.5;0.375;0.0;10;22;-7;wktu ijtima ulama iii poin berbunyi tim ulama prkuat bpn prabowo interupsi ulama melegitimasi bpn sebagai berikut ulama posisi bpn bpn alat masya allah;151;9;4.0;4.0;2.0;2;3;1
597;ferrykoto;1064484661936746496;"Kenapa tidak sebaliknya ya? Sekarang fokus kampanyekan Prabowo-Sandi, nanti Maret baru fokus Pileg. Agar elektabilitas Prabowo makin naik dan pemilih Demokrat makin yakin dgn pilihan partai?

Apa tujuannya mau lihat-lihat hasil survei Pilpres pada... https://t.co/Rmy9UvwiCS";7;2;0;9;-1.0;-5.5;0.25;0.0;11;20;-4;fokus kampanyekan prabowo sandi maret fokus pileg elektabilitas prabowo pemilih demokrat pilihan partai tujuan lihat lihat hasil survei pilpres httpurl;151;9;4.0;4.0;2.0;2;3;1
600;miskiy28;1086777392301920256;@ernestprakasa dukung jkw tdk selalu setuju dg keputusannya kok. Tp lbh melihat ke yg lbh besar. Golput byk, menggerus suara Jokowi, atau bahkan Prabs menang. Lht dki, Anies menang, org2 galak itu bebas ngapain aja. Mau gitu kl Prabs menang? Jkw mgkn ga tegas bgt, tp at least ya segitu aja mrk.;1;0;0;0;-1.0;-0.5;0.0;0.0;9;27;-29;dukung jokowi setuju keputusan golongan putih menggerus jokowi prabs menang lihat dki anies menang galak bebas sedang apa prabs menang jokowi at least;150;9;4.0;4.0;2.0;2;2;1
605;BenyBinHidayat;1082969352381464576;"@e100ss Mohon kepada media kalau koruptor di tangkap sebut kan partai nya 
Mau yg oposisi maupun yg penguasa biar masyarakat kita tambah cerdas memilih partai dan calon nya
Partai nya juga wajib di hukum secara sosial oleh masyarakat biar partai menyiap kan kader yg paling baik";15;9;0;2;-1.0;-16.5;0.125;0.0;18;9;-13;mohon media koruptor tangkap partai oposisi penguasa masyarakat cerdas memilih partai calon partai wajib hukum sosial masyarakat partai menyiap kader;149;9;4.0;4.0;2.0;2;2;1
606;fuadfaisal1;1118715073516544001;@arlex_wu Lingkungan saya mungkin jadi cermin kecil Indonesia. Ada berbagai suku dan etnis. Suara partai dan capres sangat alot. Suara PSI/PDI/Nasdem VS Gerindra/PKS/PAN mendominasi suara caleg. Dari 4 TPS 02 unggul tipis. Di TPS sy 02 unggul 5 suara. 01 = 83 VS 02 = 88 https://t.co/s1x8DPLBOJ;3;0;0;0;1.0;1.5;1.75;0.125;12;7;0;lingkungan cermin indonesia suku etnis partai capres alot psi pdi nasdem vs gerindra pks pan mendominasi caleg tps unggul tipis tps unggul vs httpurl;149;9;4.0;4.0;2.0;3;3;3
609;hppurba;1037856232646660096;@yunartowijaya @jokowi @sandiuno Utk Indonesia berkesinambungan, saya pilih @jokowi , sandi Uno masih angan-angan. 2024 itu baru pertarungan Sandi, @PDemokrat pun akan berfikir bila sandi menang, jln utk AHY semakin tertutup bila Uno menang. @SBYudhoyono lebih senang Jokowi yg menang.;1;0;0;1;1.0;0.5;0.125;0.0;11;23;-29;indonesia berkesinambungan pilih sandi uno masuk angan angan pertarungan sandi berfikir sandi menang jl ahy tertutup uno menang senang jokowi menang;148;9;3.0;4.0;2.0;2;1;3
614;AntonyRiyanto;1095031033437728768;"@hana_4TAA @jokowi @TheArieAir @LinNasution @dini_purwono @PowerEmak @BangRoyGanteng @4Y4NKZ @Airin_NZ @BadjaNuswantara @P3nj3l4j4h @NaneDianti @RizmaWidiono @andreOPA @heniunique @fahraniee @MahesaTiwi Maksudku..
Para mantan jendral negara dan bangsa indonesia saja tidak tertarik hati sama sang mantan jendral,mosok kalian yang hanya rakyat biasa mau menjadikan sang mantan jendral yang tidak menarik hati para mantan jendral untuk memimpin negara dan bangsa indonesia,
Mikierrrrr.";1;0;0;0;-1.0;-0.5;0.0;0.625;15;8;-4;maksud ku jendral negara bangsa indonesia hati jendral rakyat menjadikan jendral menarik hati jendral memimpin negara bangsa indonesia mikierrrrr;145;9;4.0;2.0;2.0;1;2;1
