id;username;tweetID;content;likeCount;retweetCount;quoteCount;replyCount;label;weighted_sentiment;pos_sentiword;neg_sentiword;len;pos_inset;neg_inset;normalized;len_normalized;n_keywords;tag_owi;tag_prab;tag_overall
677;ChannelIngusan;1075595310326398978;"PENGHINAAN TERHADAP KEPALA NEGARA

Capres 2019 cuma ada 2:
1. @jokowi
2. @prabowo

Jika tidak pilih Prabowo, berarti pilih Jokowi.
Jika lebih baik milih ANJING dari pada Prabowo, bukankah itu berarti Capres yg satunya, Jokowi = ANJING ?

Ini orang menghina Presiden @jokowi...! https://t.co/2uKZNgvNZW";638;373;43;152;-1.0;-692.0;0.0;0.25;9;3;-9;penghinaan kepala negara capres pilih prabowo pilih jokowi <makian> prabowo capres jokowi <makian> menghina presiden httpurl;124;9;4.0;4.0;1.0
678;bahrunnajach;1076361814907281408;Kecintaan dan kepedulian Jokowi kepada rakyat Papua tak perlu diragukan lagi, Jokowi adalah Presiden yang paling peduli dengan Papua, salah satu buktinya adalah pembangunan Trans Papua,… https://t.co/s6x8GOMQPy;1;0;0;0;1.0;0.5;0.125;0.875;11;11;-13;kecintaan kepedulian jokowi rakyat papua diragukan jokowi presiden peduli papua salah bukti pembangunan trans papua httpurl;123;9;3.0;4.0;3.0
679;umarwoto;1064385422170550273;@maspiyuuu @prabowo @sandiuno Cilacap juga siap pilih Prabowo sandi. PDIP partai wong sugih taipan. sudah bukan partai wong cilik. Semoga Gerindra dan koalisi jujur amanah sesuai harapan bangsa NKRI;7;1;0;0;1.0;4.5;1.5;0.5;12;9;-3;cilacap pilih prabowo sandi pdip partai sugih taipan partai cilik semoga gerindra koalisi jujur amanah harapan bangsa nkri;122;9;4.0;3.0;3.0
680;BangsaInfo;1117093207026745345;Debat tersebut akan diikuti oleh seluruh peserta pilpres, yakni Capres dan Cawapres nomor urut 1 Jokowi - Maruf Amin dan Capres serta Cawapres nomor undi 2 Prabowo - Sandiaga Uno. #JokowiMenangTotalDebat;1;0;0;0;0.0;0.0;0.125;0.0;8;6;-6;debat diikuti peserta pilpres capres cawapres nomor urut jokowi maruf amin capres cawapres nomor undi prabowo sandiaga uno;122;9;4.0;4.0;2.0
681;Sohibah4;1091375331682873344;Para tokoh Ulama besar bahkan Cucu dari pendiri NU mendukung PRABOWO-SANDI,, Mari jangan sampai salah pilih lagi,Agar tidak menyengsarakan Rakyat INDONESIA bahkan Hukum yg tebang pilih,, harus kita Akhiri..... https://t.co/1nQgn2gn3u;9;6;0;0;-1.0;-10.5;0.125;1.0;13;6;-11;tokoh ulama cucu pendiri nu mendukung prabowo sandi salah pilih menyengsarakan rakyat indonesia hukum tebang pilih httpurl;122;9;4.0;3.0;1.0
682;mohammadlumaji;1066286139407925249;"Jokowi : Tenaga kerja di Indonesia tidak siap kerja

Lha wong yg dikerjakan dan
Lapangan kerja g ada, gimana siap kerja

Ini berarti kerja 3x  selama 4 th g ada hasil
Berarti Presiden yg gagal

Atau mungkin dipakai alasan utk memasukkan TKA china ???

Saatnya
#2019PrabowoSandi";6;2;0;0;-1.0;-5.0;1.375;0.375;16;20;-4;jokowi tenaga kerja indonesia kerja lha lapangan kerja kerja kerja hasil presiden gagal dipakai alasan memasukkan tka cina;122;9;1.0;4.0;1.0
683;komburmamak;1106774802059034626;"“Alasan mendukung Jokowi- Ma’ ruf Amin pada Pilpres  2019 dikarenakan Presiden Jokowi dinilai banyak memberi kontribusi kepada bangsa dan masyarakat serta para  ulama” (Aswan Jaya, Ulama di Sumut)

#SumutMenangkanJokowiAmin";1;0;0;0;1.0;0.5;0.75;0.0;10;16;-3;alasan mendukung jokowi ruf amin pilpres presiden jokowi dinilai kontribusi bangsa masyarakat ulama aswan jaya ulama sumut;122;9;3.0;4.0;3.0
684;zonedotid;1131688849774661635;"1. MUNGKIN KITA YG GAGAL PAHAM.

Pengumuman KPU 22 Mei diisukan mundur ke 25 &amp; 28 Mei. BPN : ""Menolak hasilnya tidak akan ke MK""
KPU tiba2 memajukannya ke 21 Mei dini hari.

dan BPN katakan akan ke MK!

👉Ini yg terjebak siapa? BPN atau KPU?

#DiskualifikasiJokowi https://t.co/vnknfqrBCK";10;3;0;1;-1.0;-8.0;0.125;0.875;7;3;-11;gagal paham pengumuman kpu mei diisukan mundur mei bpn menolak hasil mk kpu memajukan mei bpn mk terjebak bpn kpu httpurl;121;9;4.0;4.0;1.0
685;Ebong_Tamvan;1080874150133026819;"Kemaren Hoax Ratna,,
Trus Hoax RSCM,,
Skrg Hoax 7 kontainer,,
Blom lagi byk hoax2 yg lain2,,,

EMANG KUBU HOAX KALIAN,,
BIKIN RESAH RAKYAT AJA KERJA KALIAN...

HARAM PILIH KUBU @prabowo 😤😤👿👎👎👎";25;4;0;1;-1.0;-16.5;0.125;0.0;7;4;-37;isu bohong ratna isu bohong rscm isu bohong kontainer blom isu bohong kubu isu bohong resah rakyat kerja haram pilih kubu;121;9;4.0;1.0;1.0
686;Syaiful47029149;1109661899040251907;"@mcpoop8 @ronavioleta @Opposite6891 @AkunTofa @Restcayah @JackVardan @IsekaiHero @salima252 Knapa takut kalah..?
Karena ada 2 capres yg kompetisi..
Klo 02 menang 
Kosongsatu ya kalah..
Klo kalah yg pasti masyarakat ga mau milih.
Klo 02 menang masyarakat mau perubahan
Takut kalah smua akan terbongkar..";1;0;0;0;-1.0;-0.5;0.75;2.5;13;14;-37;takut kalah capres kompetisi menang kosongsatu kalah kalah masyarakat menang masyarakat perubahan takut kalah terbongkar;120;9;4.0;4.0;1.0
687;DikyAdilMakmur;1112235895334162432;@IpungLombok @bawaslu_RI @BawasluNTB Kepada panitia pilpres @KPU_ID dan pengawas @bawaslu_RI dan aparat hukum atau lembaga hukum negara Indonesia @DivHumas_Polri serta aparat hukum atau lembaga lainnya tolong berlaku adil dan jujur , siarkan jg di @tvOneNews @KompasTV @cnnbrk @OfficialiNewsTV spy tau rakyat NKRI;1;0;0;0;-1.0;-0.5;0.125;0.0;12;20;-25;panitia pilpres pengawas aparat hukum lembaga hukum negara indonesia aparat hukum lembaga adil jujur siarkan rakyat nkri;120;9;4.0;4.0;2.0
688;satriaforgreen;1060843627205644288;"@KompasTV Presiden jokowi adalah presiden indonesia ...
Presiden terbaik selama indonesia berdiri ...
Maju terus pak presiden ..
Jaya kan negeri ini .

# Presiden Jokowi 2 Periode";12;0;0;1;1.0;6.0;0.375;0.0;11;24;0;presiden jokowi presiden indonesia presiden terbaik indonesia berdiri maju presiden jaya negeri presiden jokowi periode;119;9;3.0;4.0;3.0
689;afrizal_ananta;1063005987685027841;"@allutpi @Ni_Made_Artini @zietyn_ifa @Arie_Kriting @Gamal_Albinsaid Saya bukan pasukan rezim orba.. Saya jg muak dg orba.. 

cuma gak sepakat aja sama yg memberi label prabowo itu orba.. 

Kalo ada yg jualan orba numpang sama dukung pak prabowo ya mau gimana lagi.. Wong anaknya pak harto &amp; jd partai mendukung";0;0;0;1;-1.0;-0.0;0.125;0.0;8;9;-13;pasukan rezim orba muak orba sepakat label prabowo orba jualan orba numpang dukung prabowo anak harto partai mendukung;118;9;4.0;4.0;2.0
690;Aisyahforlove;1073940409502466049;@ridlwandjogja Alhamdulillah suara Jawa Barat mah khusus kanggo pak Jokowi sareng KH Amin, pilih persiden aku pilih ulama, pilih persiden yang di pilih ulama, suara Jabar kanggo Jokowi-Amin #01JokowiLagi;1;0;0;1;1.0;0.5;0.0;0.0;11;15;-14;jawa barat kanggo jokowi sareng kh amin pilih persiden pilih ulama pilih persiden pilih ulama jabar kanggo jokowi amin;118;9;3.0;4.0;3.0
691;MangAddang;1044257408552329216;"@ThenBagoess @MichelaniaAdam @Gerindra @Official_PAN @PKSejahtera Saya orang non partai hanya berbekal #2019GantiPresiden. Untuk pileg saya cari di 1. Partai pengusung 2. Partai pendukung. Bingung pilih orang?! sy hanya pilih partai di poin 1 atau 2. 
Yuk amankan pilihan caleg kita.

#2019GantiPresiden 
#2019PrabowoPresiden";0;0;0;0;-1.0;-0.0;0.375;0.0;14;15;-4;non partai berbekal pileg partai pengusung partai pendukung bingung pilih pilih partai poin ayo amankan pilihan caleg;117;9;4.0;4.0;2.0
692;kurniati_neng;1117074946528702466;@MawasDir @zarazettirazr Boleh d coblos 22'y atau salah satu'y ( caleg/ partai)..klw mencoblos partai suara sah u/ partai,klw mencoblos caleg suara sah u/ caleg tsb..klw mencoblos partai dan caleg'y,suara sah u/ caleg;1;0;0;1;0.0;0.0;0.0;0.125;11;0;-13;coblos salah caleg partai mencoblos partai sah partai mencoblos caleg sah caleg tsb mencoblos partai caleg sah caleg;116;9;4.0;4.0;2.0
693;PututEkojati;1119421486790524928;"@Fahrihamzah @bpkri @KPU_ID @DPR_RI Ini Negara punya Presiden nggak sih..????

Bukankah Presiden selaku Penanggungjawab PEMILU ????

Kok diam saja Presidennya...???

DPR RI...??? kalian wakil siapa...?

DPR dan Presiden itu bela negara bela Rakyat apa bela siapa sih..???";6;2;0;1;-1.0;-5.0;0.125;0.0;12;13;-3;negara presiden presiden penanggungjawab pemilu diam presiden dpr ri wakil dpr presiden bela negara bela rakyat bela;116;9;4.0;4.0;1.0
694;PututEkojati;1119416799349448705;"@berteman_mari @KPU_ID Ini Negara punya Presiden nggak sih..????

Bukankah Presiden selaku Penanggungjawab PEMILU ????

Kok diam saja Presidennya...???

DPR RI...??? kalian wakil siapa...?

DPR dan Presiden itu bela negara bela Rakyat apa bela siapa sih..???";9;3;0;4;-1.0;-7.5;0.125;0.0;12;13;-3;negara presiden presiden penanggungjawab pemilu diam presiden dpr ri wakil dpr presiden bela negara bela rakyat bela;116;9;4.0;4.0;1.0
695;mantanadvokat;1089679522205597697;"Sekarang ini, partai-partai yang telah menyatakan bakal mendukung Jokowi yakni Golkar, PPP, Partai Nasdem, Partai Hanura, dan Partai Demokrasi Indonesia Perjuangan.
https://t.co/nGiOjj5wwv
#AirlanggaMenangkanJokowi";3;2;0;0;0.0;0.0;0.125;0.25;9;0;0;partai partai mendukung jokowi golkar ppp partai nasdem partai hanura partai demokrasi indonesia perjuangan httpurl;115;9;4.0;4.0;2.0
696;afrizal_ananta;1078530875908714497;"Lanjutkan bung @Arie_Kriting 

Jutaan orang pun juga tidak dapat apa2 dari Pak Prabowo.. 

Alasannya : biar kagak banyak2 nambah utang lagi buat negara..

Kata pak Jokowi : Uang nya ada, uangnya ada tinggal dikelola saja

Ya Kalo uang ada tp dari utang, utang dan utang itu DUNGU https://t.co/c5TKG5JLC1";1;0;0;1;-1.0;-0.5;0.75;0.125;12;1;-21;lanjutkan jutaan prabowo alasan nambah utang negara jokowi uang uang dikelola uang utang utang utang dungu httpurl;114;9;1.0;4.0;1.0
697;kpu_cianjur;1100246149150265347;"INGAT YA !!!
Hanya 50 hari lagi menuju PEMILU 2019, untuk memilih pada 5 surat suara ;
1. Capres &amp; Cawapres
2. Calon anggota DPR RI
3. Calon anggota DPD RI
4. Calon anggota DPRD Propinsi… https://t.co/56reOdWvFM";10;3;0;3;0.0;0.0;0.875;0.0;9;0;-9;pemilu memilih surat capres cawapres calon anggota dpr ri calon anggota dpd ri calon anggota dprd propinsi httpurl;114;9;4.0;4.0;2.0
698;Mila_Machmudah;1061206832272809985;"Semangat Relawan Ganti Presiden Jawa Timur...
#2019GantiPresiden... Sudah saatnya Prabowo Sandi... Indonesia Adil Makmur... Prabowo Sandi... Cokkeeeeerrr... https://t.co/4UtWSQoVCh";8;4;0;0;-1.0;-8.0;0.0;0.0;8;18;-7;semangat relawan ganti presiden jawa timur prabowo sandi indonesia adil makmur prabowo sandi cokkeeeeerrr httpurl;113;9;4.0;3.0;3.0
699;raharjokw;1041006984051318784;@elfizal @saididu He he he....apa bener ganti presiden identik dg ganti sistem,setahu sy ganti presiden ya yg lama ganti presiden baru....kecuali ganti Presidensiel itu baru ganti sistem,aya aya wae....😁;4;1;0;0;-1.0;-3.0;0.0;0.25;14;33;-26;ganti presiden identik ganti sistem setahu ganti presiden ganti presiden ganti presidensiel ganti sistem aya aya;112;9;4.0;4.0;1.0
700;Nafisah_elQudsy;1038286110797881344;"Capres Gerindra
Cawapres Gerindra
Ketua Timses Gerindra
Tim kmpanye Gerindra

Yg lainnya @PKSejahtera @Official_PAN @SBYudhoyono  minggir semua. Elo2 pade pemain import.. 
😂😂😂😂 https://t.co/aJ6UzESXhi";1;0;0;0;-1.0;-0.5;0.0;0.0;4;2;-7;capres gerindra cawapres gerindra ketua timses gerindra tim kmpanye gerindra minggir pade pemain import httpurl;111;9;4.0;4.0;1.0
701;BudiBudilaks;1103480717575483392;"@permadiaktivis @prabowo @jokowi Kan ada antrian di KRL, jadi beliau sekalian sidak sekalian jumpa rakyat sekalian pencitraan. Agar coblos 01 JOKOWI-MA'RUF. Jadi sekalian kerja dapat banyak hasilnya. Daripada Prabowo menang FPI berkuasa krn dah di BPN nih 
https://t.co/Xu6k6pK5l0";1;1;0;1;1.0;1.5;0.125;0.0;7;15;-5;antrian krl sidak jumpa rakyat pencitraan coblos jokowi ruf kerja hasil prabowo menang fpi berkuasa bpn httpurl;111;9;3.0;4.0;3.0
702;bshihab_;1123767705939664896;Prabowo kpd para Ulama : Saya tdk ingin ada bhwa Ulama melegitimasi utk memperkuat BPN. Sebab Ulama POSISI NYA ITU ADA DIATAS BPN, Bukan Dibawah BPN. Saya tidak ingin Ulama itu ada dibawah BPN Sebab saya ini hanya alat”;3;0;0;0;-1.0;-1.5;0.0;0.0;8;15;0;prabowo ulama bhwa ulama melegitimasi memperkuat bpn ulama posisi diatas bpn dibawah bpn ulama dibawah bpn alat;111;9;4.0;4.0;1.0
703;2020PanenJagung;1086282720739610624;@bang_hilmi02 @IzzalPakaya @BangPino_ @Ferdinand_Haean Yuk belajar lagi tentang aturan KPU, Prabowo memberi jawaban yg lebih luas karena korupsi adalah masalah bangsa Indonesia. Karena ini debat calon Presiden Indonesia bukan calon ketua umum partai.;0;0;0;1;-1.0;-0.0;0.75;0.125;12;16;-4;ayo belajar aturan kpu prabowo luas korupsi bangsa indonesia debat calon presiden indonesia calon ketua partai;110;9;4.0;4.0;1.0
704;pakguruhonorer;1102203294674345985;"@RajaPurwa Kalau Jokowi kalah... kalau Jokowi kalah... JOKOWI MEMANG PASTI KALAH dan dibawah pimpinan Prabowo-Sandi NKRI akan baik2 saja, semakin sejahtera dan semakin bermartabat dimata dunia
#Prabowo_PresidenRI2019";4;3;0;0;1.0;5.0;0.125;1.5;5;5;-14;jokowi kalah jokowi kalah jokowi kalah dibawah pimpinan prabowo sandi nkri sejahtera bermartabat dimata dunia;109;9;1.0;3.0;3.0
705;af1_;1069508464601325569;"@CNNIndonesia Habib Rizieq bukan anggota Timses, bukan anggota Parpol. bukan Kandidat Capres / Cawapres, bukan Caleg. 

Mau diperiksa Bawaslu? Dalam kapasitas sebagai apa?";15;8;0;2;-1.0;-15.5;0.125;0.0;6;3;-7;habib rizieq anggota timses anggota partai politik kandidat capres cawapres caleg diperiksa bawaslu kapasitas;109;9;4.0;4.0;1.0
706;AnharMoch;1090477494417772544;"@nyonkwongbumen Bisa saja ini politik ,sandiwara,,
Tujuanya supaya pendukung jokowi puas,,&amp; tidak melakukan apa2,,,
Bahkan males ke TPS karena sudah merasa bakalan jokowi menang,,,tpi akhirnya apa,,,,,
Maka sadarlah,,,,ayo selain kita dukung jokowi,,kita juga tetep harus militan,datang ke TPS,,";2;1;0;1;-1.0;-2.0;1.0;0.0;8;21;-11;politik sandiwara tujuanya pendukung jokowi puas males tps jokowi menang sadar ayo dukung jokowi militan tps;108;9;4.0;4.0;1.0
707;eman_nahnu;1085207804099457024;"KALI INI BUKAN SOAL MEMILIH PRESIDEN_

By *Eko Kuntadhi*

Kita tahu, Capres cuma ada dua : Jokowi dan Prabowo. Pilihannya hanya ada tiga, pilih Jokowi, pilih Prabowo atau gak milih. Terserah.

Kali ini saya gak mau... https://t.co/R2aiL83pHw";2;5;0;0;-1.0;-6.0;0.0;0.0;5;8;-7;memilih presiden _ by eko kuntadhi capres jokowi prabowo pilihan pilih jokowi pilih prabowo terserah httpurl;108;9;4.0;4.0;1.0
708;PKSejahtera;1114502029215293440;"Pecahnya Kampanye Prabowo Sandi di Ciamis , Jawa Barat pagi tadi! 

Besok kita #PutihkanJakarta ! 

Sambut Indonesia Menang Bersama PKS dan Prabowo Sandi

#17AprilPilihPKS 
#PKSMenangPrabowoPresiden https://t.co/O5I427iq2A";455;90;7;18;0.0;0.0;0.125;0.125;8;11;-8;pecah kampanye prabowo sandi ciamis jawa barat pagi besok sambut indonesia menang pks prabowo sandi httpurl;107;9;3.0;4.0;3.0
709;MataNajwa;1108365906525089792;"@NusronWahid1 @dini_purwono ""Hulu dari masalah korupsi salah satunya adalah dari Parpol. Partai Gerindra sebagai partai oposisi tidak pengalaman dalam kekuasaan,"" @FerryJuliantono Waketum DPP Gerindra #MataNajwaTransaksiHaramPolitik";7;2;0;3;-1.0;-5.5;0.25;0.25;9;2;-15;hulu korupsi salah partai politik partai gerindra partai oposisi pengalaman kekuasaan waketum dpp gerindra;106;9;4.0;4.0;1.0
710;AndiSet2017;1059079368507420672;"Sudah jelas kan? Ke 3 partai-partai ini mendukung HTI... Jangan dipilih sama sekali ya, caleg maupun capres dari ke 3 partai ini...
#NKRIHargaMati
#Pancasila
@JOINKalsel
@JOINLampung
@Brigade_01_LA
Gerindra, PAN, PKS Dukung HTI Ajukan Banding https://t.co/O7meCtGsYQ";7;4;0;0;-1.0;-7.5;0.625;0.0;8;7;-3;partai partai mendukung hti dipilih caleg capres partai gerindra pan pks dukung hti ajukan banding httpurl;106;9;4.0;4.0;1.0
711;AlapAla90588824;1039309817322528768;@frstya_ @Zaelaniku @PetualangRio @dafaafd @VIVAcoid @Anaksemut4 Klo smua rakyat hrus dukung jokowi smua gak usah diadain pilpres ndro..rakyat boleh beda pendapt beda pilihan.. Apa klo gk dukung jokowi akan disebut makar anti nkri.. #2019PrabowoPresiden;1;0;0;0;-1.0;-0.5;0.25;0.25;7;13;-6;rakyat dukung jokowi diadain pilpres ndro rakyat beda pendapt beda pilihan dukung jokowi makar anti nkri;104;9;4.0;3.0;1.0
712;hppurba;1107819230752174080;@yunartowijaya Koruptor, keluarga koruptor dan kroninya, sangat tersiksa pd era Jokowi. Seharusnya rakyat Indonesia bisa sadar . Jokowi lah presiden RI yang terbaik untuk saat ini;1;0;0;0;-1.0;-0.5;0.5;0.0;6;18;-12;koruptor keluarga koruptor kroni tersiksa era jokowi rakyat indonesia sadar jokowi presiden ri terbaik;102;9;3.0;4.0;3.0
713;JM_aje;1088408241090920448;@ulinyusron Timses dan caleg gerindra ko dibesar² kan yg jelas bukan anggota DPR dan ga ada hubunganya dgn capres, bagaimana yg sudah anggota DPR dari partai nasdem kenapa ga diramein sron;5;0;0;0;-1.0;-2.5;0.0;0.0;4;0;-6;timses caleg gerindra dibesar anggota dpr hubunganya capres anggota dpr partai nasdem diramein sron;99;9;4.0;4.0;1.0
714;muhammadsyakur2;1085924302820528129;@rizalsyamsul23 @dulatips @prabowo pdhl data yg dipake jokowi itu data lama , data terbaru parpol pendukung mukidi yg terbanyak caleg mantab koruptor https://t.co/Ansxe7Oz0Y;3;1;0;1;-1.0;-2.5;0.0;0.0;7;13;-10;data dipake jokowi data data terbaru partai politik pendukung mukidi caleg mantap koruptor httpurl;98;9;4.0;4.0;1.0
715;SayapGaruda08;1047555170639343616;Tak ada pengaruhnya dengan kita Pendukung PRABOWO dan SANDI untuk mendukung beliau! Jelas yang bohong bukan Pemimpin yang kita dukung tapi RS, lain hal jika Pemimpin yang kita dukung yang berbohong!;4;0;0;0;-1.0;-2.0;0.0;0.0;7;15;-11;pengaruh pendukung prabowo sandi mendukung bohong pemimpin dukung rs pemimpin dukung berbohong;94;9;4.0;4.0;1.0
716;arga_fachrizal;1127151269963919360;"@AT_AbdillahToha Biarkan presiden datang ke rakyat, karena presiden itu di pilih oleh rakyat dan di gaji oleh rakyat.
Pada dasarnya semua pejabat yg melalui pemilu itu adalah kacung rakyat.";2;1;0;0;-1.0;-2.0;0.25;0.0;11;7;-8;biarkan presiden rakyat presiden pilih rakyat gaji rakyat dasar pejabat pemilu kacung rakyat;92;9;4.0;4.0;2.0
717;Hakim_Arief_;1092388885072470017;"Dari rakyat untuk rakyat
Dari Prabowo-Sandi untuk rakyat
Dari daerah untuk Prabowo-Sandi
Dari seluruh penjuru dunia untuk Prabowo-Sandi

#17AprilPrabowoPresiden 
#17AprilCoblosPrabowoSandi 
#17AprilGantiPresiden https://t.co/dMfhTtC8ng";4;1;0;0;0.0;0.0;0.125;0.0;6;1;-5;rakyat rakyat prabowo sandi rakyat daerah prabowo sandi penjuru dunia prabowo sandi httpurl;91;9;4.0;3.0;3.0
718;SamsoelAlam;1118840506513936384;"@PutraErlangga__ @Felicit51268925 Sejak 2014 Jokowi tidak menang di Aceh. Aceh itu istimewa. Rakyat Aceh itu sangat mendengar para ulama. Jadi Moeldoko jangan memfitnah Rakyat Aceh.

#INAelectionObserverSOS";9;2;1;2;-1.0;-6.5;0.0;0.0;7;7;-9;jokowi menang aceh aceh istimewa rakyat aceh mendengar ulama moeldoko memfitnah rakyat aceh;91;9;4.0;4.0;1.0
719;tweet_balasan;1092783738080026626;"#ILCYangTerjeratUUITE

Diam saja, rakyat kerja nyata saat 17 April 2019. Pilih capres yang disenangi dan Caleg dari partai yang tidak mendukung Capres pilihan anda.";1;0;0;0;-1.0;-0.5;1.0;0.25;10;12;-7;diam rakyat kerja nyata april pilih capres disenangi caleg partai mendukung capres pilihan;90;9;4.0;4.0;2.0
720;Hakim_Arief_;1077584281889779712;"#PrabowoSandi
Akan menang di seluruh Indonesia dan Indonesia punya Presiden baru
#2019PrabowoSandiMenang
#2019PrabowoPresiden
#2019GantiPresiden

Mantan Ketua Timses Jokowi Yakin Prabowo Bisa Menang di Sulsel Meski Tanpa JK
 https://t.co/wsKi34xMfw";7;3;0;0;0.0;0.0;0.0;0.0;4;11;-10;menang indonesia indonesia presiden ketua timses jokowi prabowo menang sulsel jk httpurl;88;9;4.0;3.0;3.0
721;HSuryya;1111583484940705792;"@laskar_minang @zarazettirazr Lagian polisi tni jngn terjebak presiden itu ganti ganti sedang polisi tetap polisi tni tetap tni dg tugas dan intergritasnya.
#PrabowoMenyapaKarawangBogor";3;0;0;0;-1.0;-1.5;0.0;0.0;8;9;-7;polisi tni jngn terjebak presiden ganti ganti polisi polisi tni tni tugas intergritasnya;88;9;4.0;4.0;1.0
722;Zy_ideablimz;1130760329426661376;"@bindratno1 @loembok pada saat booming 2019 ganti presiden 

Jokowi : ""masa kaos bisa ganti presiden, ... yang bisa ganti presiden itu ya Rakyat.. "" 

maka dari itu rakyat skrg bergerak

#RakyatTolakHasilPilpres 
#RakyatTolakHasilPilpres";2;1;0;0;-1.0;-2.0;0.0;0.0;10;18;-13;booming ganti presiden jokowi kaos ganti presiden ganti presiden rakyat rakyat bergerak;87;9;4.0;4.0;1.0
723;AntonyRiyanto;1116200493817065472;"@PantunJ2P Sudah ada ulama yang jelas"" seorang ulama kok mau milih pilihan ulama yang bukan ulama...

Pecinta ulama harus memilih ulama,bukan memilih pilihan ulama.";5;3;0;0;-1.0;-5.5;0.0;0.0;12;31;0;ulama ulama pilihan ulama ulama pecinta ulama memilih ulama memilih pilihan ulama;81;9;4.0;4.0;1.0
724;BuayaLanglang;1088259985295863808;"Pemimpin rumahtangga yang baik dan bener adalah mau kerja kerja kerja lalu dapat uang bukannya kerja kerja kerja nyarinya utang 😊😉
#NegaraMabokUtang";1;0;0;0;-1.0;-0.5;0.75;0.0;10;12;-4;pemimpin rumahtangga kerja kerja kerja uang kerja kerja kerja nyarinya utang;76;9;4.0;4.0;1.0
725;FirzaHusain;1109335518393688066;"Kabinet bayangan :
Mendagri:Fadli Zon
Menteri Pertahanan:JS. Prabowo
Menristek:Said Didu
Menteri PolKam:Fahri Hamzah
Menteri Ekonomi:Rizal Ramli
Menteri Pemuda:Andi Arief
Menteri Sosial:Neno Warisman
Menteri Agama:Haikal Hassan
Menteri Pendidikan:Rocky Gerung, lanjutin sob 😊";442;129;60;457;0.0;0.0;0.375;0.25;18;11;-7;kabinet bayangan mendagri fadli zon menteri pertahanan js prabowo menristek said didu menteri polkam fahri hamzah menteri ekonomi rizal ramli menteri pemuda andi arief menteri sosial neno warisman menteri agama haikal hassan menteri pendidikan rocky gerung lanjutin sob;269;8;4.0;4.0;2.0
726;DPR_RI;1052773609339412481;Tim Kunspek Komisi II DPR RI dipimpin Wakil Ketua Komisi II DPR RI Herman Khaeron mengadakan pertemuan dengan Wakil Gubernur Kalimantan Timur, Wakil Walikota Balikpapan, Kanwil BPN Kalimantan Timur, BPN Kota Balikpapan, Ombudsman Kalimantan Timur, Kamis,18 Oktober 2018 #KunkerDPR https://t.co/Ik22bbVFG9;5;2;0;0;0.0;0.0;1.0;0.0;19;9;-5;tim kunspek komisi ii dpr ri dipimpin wakil ketua komisi ii dpr ri herman khaeron mengadakan pertemuan wakil gubernur kalimantan timur wakil walikota balikpapan kantor wilayah bpn kalimantan timur bpn kota balikpapan ombudsman kalimantan timur oktober httpurl;259;8;4.0;4.0;2.0
727;NurSyahbana9;1076611002261598208;"Era Suharto hutangnya gila-2n,  Freeport, blog Mahakam dn Rokan dll di jual ke asing

Era SBY hutangnya menumpuk, fakta proyek mangkrak

Era Jokowi berhutang dgn persetujuan DPR, infrastruktur dari Sabang - Merauke, Freeport, blog Rokan, blog Mahakam di rebut dari tangan asing https://t.co/PhrpeCVhoQ";457;278;12;55;-1.0;-506.5;0.5;1.625;20;6;-24;era suharto hutang gila freeport blog mahakam dn rokan dan lain-lain jual asing era sby hutang menumpuk fakta proyek mangkrak era jokowi berhutang persetujuan dpr infrastruktur sabang merauke freeport blog rokan blog mahakam rebut tangan asing httpurl;251;8;3.0;4.0;3.0
728;RustamIbrahim;1133159298865876992;Menyaksikan penjelasan Kadiv Humas Polri Irjen M. Iqbal kemaren, betapa sesungguhya negara kita dlm keadaan bahaya.  Presiden @jokowi sudah waktunya hoax dan ujaran kebencian dihentikan. Indonesia butuh UU Anti Hoax. Sekitar 80% rakyat kuatir hoax digunakan jadi senjata politik. https://t.co/NfJvbDwkGA;239;128;7;14;-1.0;-247.5;0.0;0.75;14;11;-31;menyaksikan penjelasan kepala divisi hubungan masyarakat polri irjen m iqbal betapa sesungguhya negara bahaya presiden isu bohong ujaran kebencian dihentikan indonesia butuh uu anti isu bohong rakyat kuatir isu bohong senjata politik httpurl;241;8;4.0;4.0;1.0
729;DPR_RI;1090260439991119872;Tim Kunspek Komisi II DPR RI dipimpin Wakil Ketua Komisi II DPR RI Ahmad Riza Patria mengadakan pertemuan dengan Wakil Bupati Kabupaten Kulon Progo, Kementerian ATR/BPN, Kepala Kanwil BPN DIY, dan Kepala BPN Kabupaten Kulon Progo, Selasa, 29 Januari 2019. #KunkerDPR https://t.co/CDUU2hE0oP;3;1;0;1;0.0;0.0;1.0;0.0;15;9;-4;tim kunspek komisi ii dpr ri dipimpin wakil ketua komisi ii dpr ri ahmad riza patria mengadakan pertemuan wakil bupati kabupaten kulon progo kementerian atr bpn kepala kantor wilayah bpn diy kepala bpn kabupaten kulon progo januari httpurl;239;8;4.0;4.0;2.0
